date,ward_code,ward_name,crime_type,severity,ipc_section
2020-01-31,G/N,Dharavi,Theft,Medium,IPC 407
2020-01-31,H/E,Bandra East,Chain Snatching,Low,IPC 461
2020-01-31,F/N,Matunga,Cyber Fraud,High,IPC 459
2020-02-01,H/E,Bandra East,Assault,Low,IPC 351
2020-02-01,D,Malabar Hill,Extortion,Medium,IPC 353
2020-02-01,K/W,Andheri West,Cyber Fraud,Medium,IPC 357
2020-02-01,N,Ghatkopar,Cyber Fraud,Medium,IPC 465
2020-02-01,D,Malabar Hill,Burglary,Low,IPC 321
2020-02-01,N,Ghatkopar,Theft,Low,IPC 430
2020-02-01,N,Ghatkopar,Extortion,Medium,IPC 495
2020-02-01,E,Byculla,Extortion,Low,IPC 355
2020-02-01,L,Kurla,Extortion,Medium,IPC 498
2020-02-01,K/W,Andheri West,Extortion,Medium,IPC 337
2020-02-01,G/N,Dharavi,Cyber Fraud,Low,IPC 400
2020-02-01,N,Ghatkopar,Extortion,High,IPC 318
2020-02-01,A,Colaba/Fort,Extortion,Low,IPC 493
2020-02-01,E,Byculla,Theft,High,IPC 362
2020-02-02,E,Byculla,Extortion,Medium,IPC 356
2020-02-02,L,Kurla,Chain Snatching,High,IPC 429
2020-02-02,M/E,Govandi,Cyber Fraud,Low,IPC 481
2020-02-02,L,Kurla,Theft,Medium,IPC 474
2020-02-02,R/C,Borivali,Extortion,Low,IPC 485
2020-02-02,A,Colaba/Fort,Burglary,High,IPC 403
2020-02-02,D,Malabar Hill,Cyber Fraud,High,IPC 451
2020-02-02,D,Malabar Hill,Burglary,High,IPC 403
2020-02-02,M/E,Govandi,Theft,High,IPC 443
2020-02-02,A,Colaba/Fort,Theft,Medium,IPC 346
2020-02-03,A,Colaba/Fort,Cyber Fraud,Medium,IPC 416
2020-02-03,H/E,Bandra East,Cyber Fraud,Medium,IPC 348
2020-02-03,L,Kurla,Assault,High,IPC 377
2020-02-03,G/N,Dharavi,Burglary,High,IPC 368
2020-02-03,D,Malabar Hill,Assault,Medium,IPC 432
2020-02-03,N,Ghatkopar,Assault,Low,IPC 461
2020-02-03,L,Kurla,Assault,Medium,IPC 377
2020-02-03,H/E,Bandra East,Burglary,Low,IPC 437
2020-02-03,A,Colaba/Fort,Chain Snatching,High,IPC 300
2020-02-03,E,Byculla,Assault,Medium,IPC 329
2020-02-03,E,Byculla,Burglary,Low,IPC 448
2020-02-03,A,Colaba/Fort,Cyber Fraud,Medium,IPC 486
2020-02-03,G/N,Dharavi,Theft,High,IPC 440
2020-02-03,N,Ghatkopar,Assault,Medium,IPC 403
2020-02-04,E,Byculla,Chain Snatching,Low,IPC 374
2020-02-04,F/N,Matunga,Cyber Fraud,Medium,IPC 424
2020-02-04,L,Kurla,Theft,High,IPC 500
2020-02-04,L,Kurla,Extortion,Low,IPC 408
2020-02-04,L,Kurla,Burglary,High,IPC 306
2020-02-04,H/E,Bandra East,Chain Snatching,High,IPC 423
2020-02-04,M/E,Govandi,Chain Snatching,Low,IPC 478
2020-02-04,G/N,Dharavi,Chain Snatching,Medium,IPC 359
2020-02-04,L,Kurla,Extortion,Medium,IPC 449
2020-02-04,D,Malabar Hill,Cyber Fraud,Low,IPC 494
2020-02-04,E,Byculla,Chain Snatching,Low,IPC 477
2020-02-04,H/E,Bandra East,Extortion,Low,IPC 484
2020-02-05,A,Colaba/Fort,Burglary,High,IPC 472
2020-02-05,N,Ghatkopar,Assault,Medium,IPC 441
2020-02-05,A,Colaba/Fort,Assault,Medium,IPC 449
2020-02-05,D,Malabar Hill,Burglary,Low,IPC 343
2020-02-05,F/N,Matunga,Extortion,High,IPC 497
2020-02-05,K/W,Andheri West,Chain Snatching,Low,IPC 438
2020-02-05,E,Byculla,Chain Snatching,Medium,IPC 329
2020-02-05,H/E,Bandra East,Theft,Low,IPC 322
2020-02-05,H/E,Bandra East,Assault,Low,IPC 455
2020-02-05,L,Kurla,Assault,Low,IPC 480
2020-02-05,F/N,Matunga,Theft,Low,IPC 355
2020-02-05,N,Ghatkopar,Extortion,Medium,IPC 430
2020-02-05,G/N,Dharavi,Assault,High,IPC 485
2020-02-05,F/N,Matunga,Cyber Fraud,Medium,IPC 400
2020-02-05,R/C,Borivali,Chain Snatching,High,IPC 437
2020-02-05,M/E,Govandi,Extortion,High,IPC 471
2020-02-06,A,Colaba/Fort,Cyber Fraud,Low,IPC 388
2020-02-06,M/E,Govandi,Chain Snatching,Low,IPC 440
2020-02-06,F/N,Matunga,Theft,Low,IPC 471
2020-02-06,M/E,Govandi,Theft,High,IPC 483
2020-02-06,L,Kurla,Extortion,Low,IPC 395
2020-02-06,G/N,Dharavi,Assault,Medium,IPC 498
2020-02-06,K/W,Andheri West,Extortion,Medium,IPC 315
2020-02-06,M/E,Govandi,Chain Snatching,Medium,IPC 436
2020-02-06,D,Malabar Hill,Burglary,Low,IPC 373
2020-02-06,M/E,Govandi,Extortion,High,IPC 493
2020-02-06,A,Colaba/Fort,Extortion,Low,IPC 413
2020-02-06,N,Ghatkopar,Burglary,Medium,IPC 426
2020-02-06,N,Ghatkopar,Chain Snatching,Medium,IPC 356
2020-02-06,M/E,Govandi,Theft,High,IPC 353
2020-02-06,E,Byculla,Assault,Medium,IPC 448
2020-02-06,H/E,Bandra East,Extortion,Low,IPC 412
2020-02-06,A,Colaba/Fort,Cyber Fraud,Low,IPC 428
2020-02-06,R/C,Borivali,Theft,High,IPC 481
2020-02-06,A,Colaba/Fort,Assault,Low,IPC 494
2020-02-06,M/E,Govandi,Theft,Low,IPC 374
2020-02-07,A,Colaba/Fort,Chain Snatching,Low,IPC 479
2020-02-07,M/E,Govandi,Cyber Fraud,High,IPC 405
2020-02-07,K/W,Andheri West,Theft,Low,IPC 369
2020-02-07,K/W,Andheri West,Chain Snatching,Medium,IPC 436
2020-02-07,N,Ghatkopar,Extortion,Low,IPC 488
2020-02-07,K/W,Andheri West,Burglary,Low,IPC 428
2020-02-07,M/E,Govandi,Extortion,High,IPC 348
2020-02-07,A,Colaba/Fort,Cyber Fraud,High,IPC 310
2020-02-07,K/W,Andheri West,Burglary,Low,IPC 426
2020-02-07,D,Malabar Hill,Extortion,Medium,IPC 385
2020-02-08,E,Byculla,Theft,Low,IPC 454
2020-02-08,D,Malabar Hill,Extortion,Medium,IPC 314
2020-02-08,L,Kurla,Cyber Fraud,Medium,IPC 312
2020-02-08,A,Colaba/Fort,Assault,High,IPC 401
2020-02-08,F/N,Matunga,Burglary,High,IPC 442
2020-02-08,K/W,Andheri West,Cyber Fraud,High,IPC 302
2020-02-08,L,Kurla,Chain Snatching,Low,IPC 499
2020-02-08,R/C,Borivali,Chain Snatching,Low,IPC 467
2020-02-08,R/C,Borivali,Extortion,Medium,IPC 479
2020-02-08,R/C,Borivali,Assault,Low,IPC 491
2020-02-08,E,Byculla,Chain Snatching,Medium,IPC 470
2020-02-08,E,Byculla,Extortion,High,IPC 328
2020-02-08,G/N,Dharavi,Cyber Fraud,Medium,IPC 389
2020-02-08,L,Kurla,Assault,High,IPC 472
2020-02-08,R/C,Borivali,Cyber Fraud,High,IPC 451
2020-02-08,E,Byculla,Cyber Fraud,Medium,IPC 391
2020-02-08,E,Byculla,Extortion,Medium,IPC 357
2020-02-08,R/C,Borivali,Extortion,Low,IPC 363
2020-02-08,R/C,Borivali,Extortion,Medium,IPC 331
2020-02-08,R/C,Borivali,Extortion,Medium,IPC 466
2020-02-08,N,Ghatkopar,Theft,Medium,IPC 323
2020-02-08,A,Colaba/Fort,Assault,Low,IPC 308
2020-02-09,D,Malabar Hill,Assault,Low,IPC 490
2020-02-09,K/W,Andheri West,Assault,Low,IPC 317
2020-02-09,D,Malabar Hill,Chain Snatching,High,IPC 313
2020-02-09,N,Ghatkopar,Theft,High,IPC 441
2020-02-09,R/C,Borivali,Extortion,High,IPC 419
2020-02-09,D,Malabar Hill,Cyber Fraud,High,IPC 335
2020-02-09,L,Kurla,Assault,Medium,IPC 411
2020-02-09,K/W,Andheri West,Cyber Fraud,Medium,IPC 339
2020-02-09,K/W,Andheri West,Theft,Low,IPC 445
2020-02-09,F/N,Matunga,Theft,Medium,IPC 393
2020-02-09,G/N,Dharavi,Burglary,Medium,IPC 373
2020-02-09,M/E,Govandi,Burglary,Medium,IPC 395
2020-02-09,M/E,Govandi,Cyber Fraud,Medium,IPC 477
2020-02-09,H/E,Bandra East,Cyber Fraud,High,IPC 407
2020-02-09,K/W,Andheri West,Cyber Fraud,High,IPC 309
2020-02-10,R/C,Borivali,Chain Snatching,Medium,IPC 498
2020-02-10,N,Ghatkopar,Theft,Low,IPC 327
2020-02-10,K/W,Andheri West,Extortion,High,IPC 325
2020-02-10,R/C,Borivali,Theft,High,IPC 444
2020-02-10,D,Malabar Hill,Assault,High,IPC 500
2020-02-10,K/W,Andheri West,Extortion,Low,IPC 388
2020-02-10,N,Ghatkopar,Assault,Medium,IPC 379
2020-02-10,N,Ghatkopar,Burglary,Low,IPC 326
2020-02-10,R/C,Borivali,Theft,Low,IPC 420
2020-02-10,A,Colaba/Fort,Cyber Fraud,Low,IPC 398
2020-02-10,L,Kurla,Cyber Fraud,Low,IPC 475
2020-02-10,D,Malabar Hill,Theft,High,IPC 426
2020-02-10,G/N,Dharavi,Burglary,High,IPC 372
2020-02-10,N,Ghatkopar,Burglary,Low,IPC 406
2020-02-10,H/E,Bandra East,Assault,Low,IPC 386
2020-02-10,H/E,Bandra East,Theft,High,IPC 458
2020-02-10,M/E,Govandi,Extortion,Medium,IPC 466
2020-02-10,A,Colaba/Fort,Burglary,High,IPC 310
2020-02-10,L,Kurla,Burglary,High,IPC 406
2020-02-10,F/N,Matunga,Burglary,Medium,IPC 331
2020-02-11,H/E,Bandra East,Chain Snatching,Medium,IPC 384
2020-02-11,L,Kurla,Burglary,Medium,IPC 317
2020-02-11,F/N,Matunga,Burglary,High,IPC 411
2020-02-11,L,Kurla,Extortion,High,IPC 311
2020-02-11,M/E,Govandi,Assault,Low,IPC 369
2020-02-11,D,Malabar Hill,Theft,Medium,IPC 331
2020-02-11,D,Malabar Hill,Theft,Low,IPC 426
2020-02-11,L,Kurla,Extortion,High,IPC 380
2020-02-11,L,Kurla,Cyber Fraud,Medium,IPC 313
2020-02-11,R/C,Borivali,Extortion,Medium,IPC 441
2020-02-11,G/N,Dharavi,Chain Snatching,Low,IPC 340
2020-02-11,G/N,Dharavi,Cyber Fraud,Low,IPC 414
2020-02-12,N,Ghatkopar,Cyber Fraud,Medium,IPC 326
2020-02-12,G/N,Dharavi,Burglary,Medium,IPC 386
2020-02-12,G/N,Dharavi,Burglary,Low,IPC 360
2020-02-12,M/E,Govandi,Chain Snatching,Low,IPC 338
2020-02-12,K/W,Andheri West,Burglary,High,IPC 306
2020-02-12,D,Malabar Hill,Assault,High,IPC 388
2020-02-12,L,Kurla,Theft,High,IPC 403
2020-02-12,L,Kurla,Extortion,Low,IPC 432
2020-02-12,L,Kurla,Assault,Low,IPC 390
2020-02-12,K/W,Andheri West,Extortion,Medium,IPC 428
2020-02-12,M/E,Govandi,Chain Snatching,Medium,IPC 498
2020-02-12,E,Byculla,Extortion,Medium,IPC 427
2020-02-12,H/E,Bandra East,Assault,Medium,IPC 344
2020-02-12,F/N,Matunga,Extortion,High,IPC 459
2020-02-12,F/N,Matunga,Burglary,High,IPC 418
2020-02-12,H/E,Bandra East,Cyber Fraud,High,IPC 463
2020-02-12,H/E,Bandra East,Cyber Fraud,High,IPC 399
2020-02-12,M/E,Govandi,Cyber Fraud,Medium,IPC 301
2020-02-13,N,Ghatkopar,Burglary,Medium,IPC 438
2020-02-13,L,Kurla,Burglary,Low,IPC 313
2020-02-13,G/N,Dharavi,Burglary,High,IPC 403
2020-02-13,K/W,Andheri West,Cyber Fraud,Low,IPC 421
2020-02-13,R/C,Borivali,Chain Snatching,Medium,IPC 493
2020-02-13,K/W,Andheri West,Cyber Fraud,Medium,IPC 479
2020-02-13,R/C,Borivali,Assault,Medium,IPC 460
2020-02-14,F/N,Matunga,Burglary,Medium,IPC 305
2020-02-14,A,Colaba/Fort,Cyber Fraud,High,IPC 375
2020-02-14,K/W,Andheri West,Assault,Medium,IPC 442
2020-02-14,K/W,Andheri West,Extortion,Medium,IPC 392
2020-02-14,A,Colaba/Fort,Theft,Medium,IPC 436
2020-02-14,M/E,Govandi,Burglary,Low,IPC 439
2020-02-14,R/C,Borivali,Extortion,High,IPC 387
2020-02-14,R/C,Borivali,Chain Snatching,High,IPC 417
2020-02-14,A,Colaba/Fort,Chain Snatching,Medium,IPC 482
2020-02-14,G/N,Dharavi,Theft,Low,IPC 304
2020-02-14,R/C,Borivali,Chain Snatching,Medium,IPC 459
2020-02-14,G/N,Dharavi,Theft,High,IPC 480
2020-02-14,K/W,Andheri West,Cyber Fraud,Low,IPC 474
2020-02-14,N,Ghatkopar,Theft,Medium,IPC 307
2020-02-14,M/E,Govandi,Extortion,High,IPC 474
2020-02-15,H/E,Bandra East,Burglary,Low,IPC 495
2020-02-15,L,Kurla,Assault,High,IPC 432
2020-02-15,H/E,Bandra East,Assault,Low,IPC 357
2020-02-15,M/E,Govandi,Assault,Medium,IPC 406
2020-02-15,K/W,Andheri West,Cyber Fraud,Low,IPC 496
2020-02-15,M/E,Govandi,Theft,High,IPC 376
2020-02-15,D,Malabar Hill,Chain Snatching,High,IPC 449
2020-02-15,G/N,Dharavi,Burglary,High,IPC 467
2020-02-15,L,Kurla,Burglary,Low,IPC 484
2020-02-15,E,Byculla,Cyber Fraud,Low,IPC 336
2020-02-16,F/N,Matunga,Assault,High,IPC 317
2020-02-16,N,Ghatkopar,Assault,Medium,IPC 317
2020-02-16,K/W,Andheri West,Cyber Fraud,Medium,IPC 422
2020-02-16,M/E,Govandi,Burglary,High,IPC 383
2020-02-16,D,Malabar Hill,Theft,High,IPC 494
2020-02-16,M/E,Govandi,Theft,Medium,IPC 431
2020-02-16,A,Colaba/Fort,Theft,Medium,IPC 430
2020-02-16,H/E,Bandra East,Extortion,High,IPC 427
2020-02-16,A,Colaba/Fort,Extortion,Low,IPC 386
2020-02-16,M/E,Govandi,Assault,Medium,IPC 405
2020-02-16,N,Ghatkopar,Cyber Fraud,Medium,IPC 441
2020-02-16,H/E,Bandra East,Chain Snatching,Medium,IPC 348
2020-02-16,H/E,Bandra East,Theft,Low,IPC 490
2020-02-16,N,Ghatkopar,Chain Snatching,High,IPC 483
2020-02-17,K/W,Andheri West,Cyber Fraud,High,IPC 416
2020-02-17,R/C,Borivali,Chain Snatching,Medium,IPC 388
2020-02-17,F/N,Matunga,Theft,High,IPC 469
2020-02-17,F/N,Matunga,Extortion,High,IPC 475
2020-02-17,N,Ghatkopar,Theft,Medium,IPC 491
2020-02-17,L,Kurla,Assault,Low,IPC 423
2020-02-18,R/C,Borivali,Extortion,High,IPC 400
2020-02-18,H/E,Bandra East,Cyber Fraud,Low,IPC 458
2020-02-18,L,Kurla,Burglary,Low,IPC 456
2020-02-18,G/N,Dharavi,Burglary,Low,IPC 480
2020-02-18,E,Byculla,Burglary,Medium,IPC 490
2020-02-18,M/E,Govandi,Burglary,Low,IPC 494
2020-02-18,L,Kurla,Extortion,Medium,IPC 457
2020-02-18,L,Kurla,Theft,High,IPC 305
2020-02-18,A,Colaba/Fort,Burglary,High,IPC 371
2020-02-18,G/N,Dharavi,Chain Snatching,Low,IPC 370
2020-02-18,R/C,Borivali,Cyber Fraud,Low,IPC 366
2020-02-18,F/N,Matunga,Cyber Fraud,Low,IPC 336
2020-02-18,N,Ghatkopar,Extortion,High,IPC 484
2020-02-18,L,Kurla,Extortion,High,IPC 451
2020-02-18,G/N,Dharavi,Theft,Low,IPC 331
2020-02-18,G/N,Dharavi,Burglary,Medium,IPC 387
2020-02-19,L,Kurla,Burglary,Low,IPC 449
2020-02-19,G/N,Dharavi,Chain Snatching,High,IPC 473
2020-02-19,G/N,Dharavi,Extortion,High,IPC 334
2020-02-19,G/N,Dharavi,Assault,Medium,IPC 348
2020-02-19,F/N,Matunga,Chain Snatching,High,IPC 423
2020-02-19,N,Ghatkopar,Chain Snatching,High,IPC 327
2020-02-19,L,Kurla,Theft,High,IPC 361
2020-02-19,F/N,Matunga,Cyber Fraud,High,IPC 423
2020-02-19,G/N,Dharavi,Chain Snatching,High,IPC 445
2020-02-19,N,Ghatkopar,Burglary,High,IPC 478
2020-02-20,H/E,Bandra East,Assault,Low,IPC 373
2020-02-20,G/N,Dharavi,Chain Snatching,Medium,IPC 311
2020-02-20,G/N,Dharavi,Cyber Fraud,Low,IPC 340
2020-02-20,N,Ghatkopar,Cyber Fraud,Medium,IPC 381
2020-02-20,F/N,Matunga,Extortion,Medium,IPC 312
2020-02-20,R/C,Borivali,Cyber Fraud,Low,IPC 476
2020-02-21,R/C,Borivali,Extortion,Low,IPC 433
2020-02-21,D,Malabar Hill,Theft,Medium,IPC 344
2020-02-21,M/E,Govandi,Theft,Low,IPC 357
2020-02-21,G/N,Dharavi,Extortion,Low,IPC 407
2020-02-21,H/E,Bandra East,Assault,Low,IPC 484
2020-02-21,D,Malabar Hill,Theft,Medium,IPC 451
2020-02-21,L,Kurla,Cyber Fraud,Medium,IPC 315
2020-02-21,H/E,Bandra East,Cyber Fraud,Medium,IPC 489
2020-02-21,R/C,Borivali,Assault,Low,IPC 423
2020-02-22,M/E,Govandi,Theft,High,IPC 355
2020-02-22,M/E,Govandi,Chain Snatching,High,IPC 458
2020-02-22,D,Malabar Hill,Extortion,Low,IPC 431
2020-02-22,K/W,Andheri West,Theft,Medium,IPC 352
2020-02-22,A,Colaba/Fort,Burglary,Low,IPC 389
2020-02-22,F/N,Matunga,Extortion,Medium,IPC 342
2020-02-22,L,Kurla,Assault,Low,IPC 462
2020-02-22,K/W,Andheri West,Extortion,Low,IPC 372
2020-02-22,L,Kurla,Burglary,High,IPC 459
2020-02-22,L,Kurla,Theft,Medium,IPC 480
2020-02-22,G/N,Dharavi,Extortion,Low,IPC 382
2020-02-22,D,Malabar Hill,Theft,High,IPC 416
2020-02-22,M/E,Govandi,Extortion,Low,IPC 341
2020-02-22,E,Byculla,Theft,Medium,IPC 428
2020-02-23,K/W,Andheri West,Chain Snatching,High,IPC 314
2020-02-23,G/N,Dharavi,Theft,High,IPC 489
2020-02-23,F/N,Matunga,Chain Snatching,Low,IPC 399
2020-02-23,N,Ghatkopar,Extortion,High,IPC 368
2020-02-23,K/W,Andheri West,Chain Snatching,High,IPC 385
2020-02-23,R/C,Borivali,Extortion,Low,IPC 487
2020-02-23,R/C,Borivali,Extortion,Low,IPC 467
2020-02-23,E,Byculla,Extortion,Medium,IPC 422
2020-02-23,R/C,Borivali,Theft,Medium,IPC 309
2020-02-23,E,Byculla,Chain Snatching,Medium,IPC 409
2020-02-23,N,Ghatkopar,Assault,Low,IPC 474
2020-02-23,K/W,Andheri West,Cyber Fraud,Low,IPC 397
2020-02-23,F/N,Matunga,Theft,Low,IPC 321
2020-02-23,M/E,Govandi,Theft,High,IPC 401
2020-02-23,D,Malabar Hill,Chain Snatching,Medium,IPC 446
2020-02-23,G/N,Dharavi,Chain Snatching,Low,IPC 364
2020-02-23,A,Colaba/Fort,Chain Snatching,High,IPC 391
2020-02-23,L,Kurla,Assault,High,IPC 407
2020-02-23,E,Byculla,Chain Snatching,High,IPC 444
2020-02-23,E,Byculla,Burglary,High,IPC 427
2020-02-23,F/N,Matunga,Assault,Medium,IPC 424
2020-02-24,L,Kurla,Extortion,Medium,IPC 475
2020-02-24,N,Ghatkopar,Theft,Low,IPC 365
2020-02-24,R/C,Borivali,Burglary,Low,IPC 350
2020-02-24,F/N,Matunga,Theft,High,IPC 455
2020-02-24,A,Colaba/Fort,Chain Snatching,Medium,IPC 439
2020-02-24,L,Kurla,Extortion,Low,IPC 359
2020-02-24,A,Colaba/Fort,Cyber Fraud,Low,IPC 423
2020-02-24,M/E,Govandi,Chain Snatching,High,IPC 458
2020-02-24,A,Colaba/Fort,Chain Snatching,Medium,IPC 478
2020-02-24,H/E,Bandra East,Assault,Medium,IPC 360
2020-02-25,R/C,Borivali,Assault,Medium,IPC 452
2020-02-25,A,Colaba/Fort,Cyber Fraud,Medium,IPC 325
2020-02-25,A,Colaba/Fort,Theft,High,IPC 426
2020-02-25,A,Colaba/Fort,Assault,Medium,IPC 465
2020-02-25,D,Malabar Hill,Assault,Low,IPC 464
2020-02-25,L,Kurla,Burglary,Medium,IPC 456
2020-02-25,R/C,Borivali,Burglary,High,IPC 354
2020-02-25,N,Ghatkopar,Chain Snatching,Medium,IPC 491
2020-02-25,E,Byculla,Theft,Low,IPC 331
2020-02-25,A,Colaba/Fort,Chain Snatching,High,IPC 370
2020-02-26,A,Colaba/Fort,Extortion,Medium,IPC 477
2020-02-26,H/E,Bandra East,Burglary,Medium,IPC 342
2020-02-26,A,Colaba/Fort,Chain Snatching,Low,IPC 337
2020-02-26,D,Malabar Hill,Extortion,Medium,IPC 445
2020-02-26,A,Colaba/Fort,Extortion,Medium,IPC 324
2020-02-26,H/E,Bandra East,Assault,Medium,IPC 485
2020-02-26,A,Colaba/Fort,Chain Snatching,High,IPC 395
2020-02-26,F/N,Matunga,Theft,Low,IPC 476
2020-02-26,G/N,Dharavi,Cyber Fraud,Medium,IPC 364
2020-02-26,M/E,Govandi,Extortion,Low,IPC 318
2020-02-26,M/E,Govandi,Theft,High,IPC 399
2020-02-26,G/N,Dharavi,Extortion,High,IPC 474
2020-02-26,E,Byculla,Assault,Medium,IPC 431
2020-02-27,H/E,Bandra East,Chain Snatching,High,IPC 490
2020-02-27,R/C,Borivali,Cyber Fraud,High,IPC 449
2020-02-27,D,Malabar Hill,Burglary,High,IPC 371
2020-02-27,N,Ghatkopar,Theft,High,IPC 341
2020-02-27,H/E,Bandra East,Cyber Fraud,Low,IPC 411
2020-02-27,K/W,Andheri West,Chain Snatching,Medium,IPC 325
2020-02-28,N,Ghatkopar,Cyber Fraud,High,IPC 468
2020-02-28,N,Ghatkopar,Assault,High,IPC 320
2020-02-28,G/N,Dharavi,Cyber Fraud,Low,IPC 473
2020-02-28,F/N,Matunga,Extortion,Low,IPC 349
2020-02-28,M/E,Govandi,Theft,Low,IPC 471
2020-02-28,D,Malabar Hill,Theft,High,IPC 478
2020-02-28,N,Ghatkopar,Extortion,Low,IPC 380
2020-02-28,G/N,Dharavi,Extortion,Low,IPC 394
2020-02-28,N,Ghatkopar,Chain Snatching,Medium,IPC 380
2020-02-28,G/N,Dharavi,Extortion,High,IPC 414
2020-02-28,N,Ghatkopar,Extortion,Low,IPC 467
2020-02-28,F/N,Matunga,Chain Snatching,Low,IPC 316
2020-02-28,E,Byculla,Assault,Low,IPC 339
2020-02-28,F/N,Matunga,Extortion,Medium,IPC 499
2020-02-28,H/E,Bandra East,Theft,High,IPC 324
2020-02-28,D,Malabar Hill,Cyber Fraud,Medium,IPC 482
2020-02-28,M/E,Govandi,Burglary,Medium,IPC 339
2020-02-28,G/N,Dharavi,Assault,Low,IPC 398
2020-02-29,K/W,Andheri West,Burglary,High,IPC 464
2020-02-29,G/N,Dharavi,Assault,High,IPC 338
2020-02-29,N,Ghatkopar,Theft,Medium,IPC 371
2020-02-29,R/C,Borivali,Cyber Fraud,Low,IPC 422
2020-02-29,D,Malabar Hill,Cyber Fraud,Low,IPC 415
2020-02-29,N,Ghatkopar,Cyber Fraud,Medium,IPC 491
2020-02-29,A,Colaba/Fort,Extortion,High,IPC 348
2020-02-29,N,Ghatkopar,Theft,Low,IPC 374
2020-02-29,L,Kurla,Extortion,High,IPC 322
2020-02-29,K/W,Andheri West,Assault,Medium,IPC 484
2020-02-29,A,Colaba/Fort,Assault,Medium,IPC 428
2020-02-29,H/E,Bandra East,Extortion,High,IPC 458
2020-02-29,M/E,Govandi,Theft,Medium,IPC 396
2020-03-01,M/E,Govandi,Assault,Low,IPC 365
2020-03-01,L,Kurla,Extortion,Medium,IPC 332
2020-03-01,A,Colaba/Fort,Extortion,Medium,IPC 414
2020-03-01,G/N,Dharavi,Assault,High,IPC 498
2020-03-01,A,Colaba/Fort,Cyber Fraud,Low,IPC 494
2020-03-01,L,Kurla,Cyber Fraud,High,IPC 443
2020-03-01,L,Kurla,Extortion,Low,IPC 332
2020-03-01,A,Colaba/Fort,Assault,Low,IPC 388
2020-03-01,K/W,Andheri West,Chain Snatching,Medium,IPC 439
2020-03-01,M/E,Govandi,Assault,High,IPC 431
2020-03-01,R/C,Borivali,Burglary,Medium,IPC 367
2020-03-01,N,Ghatkopar,Burglary,High,IPC 393
2020-03-01,K/W,Andheri West,Burglary,Medium,IPC 426
2020-03-01,D,Malabar Hill,Assault,Low,IPC 352
2020-03-01,F/N,Matunga,Extortion,Low,IPC 313
2020-03-01,R/C,Borivali,Cyber Fraud,Medium,IPC 483
2020-03-01,H/E,Bandra East,Burglary,Medium,IPC 470
2020-03-01,N,Ghatkopar,Cyber Fraud,High,IPC 454
2020-03-01,A,Colaba/Fort,Chain Snatching,Medium,IPC 350
2020-03-01,A,Colaba/Fort,Extortion,High,IPC 306
2020-03-01,K/W,Andheri West,Chain Snatching,High,IPC 448
2020-03-01,R/C,Borivali,Theft,High,IPC 425
2020-03-01,R/C,Borivali,Assault,High,IPC 318
2020-03-01,R/C,Borivali,Theft,High,IPC 401
2020-03-01,K/W,Andheri West,Burglary,Medium,IPC 308
2020-03-02,R/C,Borivali,Chain Snatching,Low,IPC 318
2020-03-02,A,Colaba/Fort,Assault,Medium,IPC 499
2020-03-02,G/N,Dharavi,Assault,Low,IPC 496
2020-03-02,K/W,Andheri West,Extortion,Low,IPC 488
2020-03-02,G/N,Dharavi,Burglary,Low,IPC 355
2020-03-02,F/N,Matunga,Assault,Low,IPC 480
2020-03-02,N,Ghatkopar,Assault,High,IPC 363
2020-03-03,H/E,Bandra East,Assault,Low,IPC 417
2020-03-03,H/E,Bandra East,Burglary,Low,IPC 307
2020-03-03,H/E,Bandra East,Cyber Fraud,High,IPC 332
2020-03-03,K/W,Andheri West,Extortion,Low,IPC 452
2020-03-03,D,Malabar Hill,Theft,Low,IPC 418
2020-03-03,R/C,Borivali,Theft,Low,IPC 343
2020-03-03,H/E,Bandra East,Theft,High,IPC 427
2020-03-03,E,Byculla,Chain Snatching,Medium,IPC 498
2020-03-03,H/E,Bandra East,Theft,Low,IPC 444
2020-03-03,E,Byculla,Burglary,High,IPC 487
2020-03-03,D,Malabar Hill,Burglary,Medium,IPC 458
2020-03-03,F/N,Matunga,Assault,Medium,IPC 365
2020-03-03,F/N,Matunga,Burglary,High,IPC 461
2020-03-03,H/E,Bandra East,Extortion,High,IPC 371
2020-03-03,H/E,Bandra East,Cyber Fraud,Medium,IPC 305
2020-03-03,N,Ghatkopar,Theft,Low,IPC 359
2020-03-03,G/N,Dharavi,Burglary,High,IPC 373
2020-03-03,M/E,Govandi,Chain Snatching,Medium,IPC 410
2020-03-03,R/C,Borivali,Assault,Low,IPC 309
2020-03-03,E,Byculla,Burglary,Medium,IPC 408
2020-03-04,K/W,Andheri West,Theft,High,IPC 347
2020-03-04,L,Kurla,Chain Snatching,Medium,IPC 329
2020-03-04,D,Malabar Hill,Extortion,High,IPC 393
2020-03-04,K/W,Andheri West,Chain Snatching,Low,IPC 396
2020-03-04,K/W,Andheri West,Burglary,Medium,IPC 393
2020-03-04,M/E,Govandi,Extortion,Medium,IPC 304
2020-03-04,L,Kurla,Cyber Fraud,Low,IPC 475
2020-03-04,K/W,Andheri West,Theft,High,IPC 458
2020-03-04,M/E,Govandi,Assault,Medium,IPC 494
2020-03-04,H/E,Bandra East,Cyber Fraud,High,IPC 365
2020-03-04,N,Ghatkopar,Extortion,Low,IPC 460
2020-03-04,M/E,Govandi,Assault,Low,IPC 337
2020-03-04,D,Malabar Hill,Chain Snatching,High,IPC 424
