"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"1693","07-01-2021 02:00","01-06-2021 07:00","07-01-2021 00:00","Mumbai","216","COUNTERFEITING","17","F","None","Other Crime","19","No",""
"1724","12-01-2021 01:00","01-10-2021 04:00","10-01-2021 10:14","Mumbai","418","ILLEGAL POSSESSION","51","F","Knife","Other Crime","19","No",""
"1745","14-01-2021 08:00","01-11-2021 20:00","12-01-2021 04:52","Mumbai","532","COUNTERFEITING","58","M","None","Other Crime","3","Yes","10-02-2021 08:00"
"1750","14-01-2021 21:00","01-14-2021 20:00","15-01-2021 07:13","Mumbai","151","ASSAULT","40","F","None","Violent Crime","8","Yes","13-04-2021 21:00"
"1766","17-01-2021 00:00","01-14-2021 05:00","14-01-2021 18:33","Mumbai","234","ROBBERY","56","F","None","Violent Crime","8","No",""
"1767","17-01-2021 03:00","01-16-2021 18:00","17-01-2021 08:41","Mumbai","138","EXTORTION","59","F","Knife","Other Crime","7","No",""
"1772","17-01-2021 22:00","01-17-2021 17:00","18-01-2021 13:43","Mumbai","432","SEXUAL ASSAULT","65","F","None","Violent Crime","6","No",""
"1782","19-01-2021 08:00","01-19-2021 05:00","19-01-2021 22:08","Mumbai","383","ILLEGAL POSSESSION","44","F","Knife","Other Crime","2","No",""
"1785","19-01-2021 20:00","01-17-2021 10:00","18-01-2021 04:41","Mumbai","438","ROBBERY","11","M","Knife","Violent Crime","3","No",""
"1825","26-01-2021 10:00","01-24-2021 17:00","25-01-2021 11:56","Mumbai","356","PUBLIC INTOXICATION","38","F","None","Other Crime","5","No",""
"1846","29-01-2021 10:00","01-27-2021 13:00","28-01-2021 02:25","Mumbai","398","CYBERCRIME","29","F","Knife","Other Crime","4","Yes","02-03-2021 10:00"
"1866","01-02-2021 20:00","01-31-2021 05:00","31-01-2021 05:53","Mumbai","465","TRAFFIC VIOLATION","70","F","None","Traffic Fatality","8","Yes","12-02-2021 20:00"
"1870","02-02-2021 03:00","01-30-2021 14:00","31-01-2021 01:39","Mumbai","405","CYBERCRIME","32","M","None","Other Crime","7","Yes","27-02-2021 03:00"
"1879","03-02-2021 01:00","02-01-2021 19:00","02-02-2021 15:43","Mumbai","199","FIREARM OFFENSE","54","F","None","Fire Accident","12","Yes","11-04-2021 01:00"
"1880","03-02-2021 05:00","02-01-2021 17:00","02-02-2021 10:09","Mumbai","208","COUNTERFEITING","23","M","None","Other Crime","14","No",""
"1882","03-02-2021 12:00","02-02-2021 19:00","03-02-2021 00:21","Mumbai","466","CYBERCRIME","32","M","None","Other Crime","16","Yes","19-02-2021 12:00"
"1888","04-02-2021 16:00","02-03-2021 15:00","04-02-2021 10:18","Mumbai","454","FRAUD","20","F","None","Other Crime","3","No",""
"1893","05-02-2021 13:00","02-02-2021 15:00","02-02-2021 19:15","Mumbai","243","SHOPLIFTING","35","F","None","Other Crime","9","No",""
"1908","08-02-2021 00:00","02-07-2021 23:00","08-02-2021 22:58","Mumbai","531","VANDALISM","70","F","Knife","Other Crime","12","No",""
"1928","10-02-2021 10:00","02-09-2021 14:00","10-02-2021 03:05","Mumbai","488","KIDNAPPING","59","F","None","Other Crime","16","No",""
"1930","10-02-2021 13:00","02-08-2021 11:00","09-02-2021 07:25","Mumbai","111","ARSON","31","F","None","Fire Accident","9","Yes","27-03-2021 13:00"
"1956","14-02-2021 06:00","02-11-2021 13:00","12-02-2021 07:38","Mumbai","102","SEXUAL ASSAULT","78","F","Knife","Violent Crime","17","No",""
"1965","14-02-2021 22:00","02-14-2021 18:00","15-02-2021 01:09","Mumbai","483","FRAUD","66","F","None","Other Crime","15","No",""
"1973","16-02-2021 16:00","02-13-2021 19:00","14-02-2021 07:03","Mumbai","573","KIDNAPPING","54","F","None","Other Crime","13","Yes","24-02-2021 16:00"
"1975","16-02-2021 21:00","02-16-2021 05:00","16-02-2021 08:53","Mumbai","398","KIDNAPPING","56","F","None","Other Crime","3","Yes","30-03-2021 21:00"
"1990","18-02-2021 03:00","02-15-2021 06:00","16-02-2021 02:00","Mumbai","272","FRAUD","52","F","None","Other Crime","1","No",""
"1994","18-02-2021 07:00","02-17-2021 19:00","18-02-2021 04:11","Mumbai","599","HOMICIDE","28","F","Knife","Other Crime","18","No",""
"2003","19-02-2021 05:00","02-18-2021 16:00","19-02-2021 02:40","Mumbai","441","KIDNAPPING","64","F","None","Other Crime","12","Yes","15-03-2021 05:00"
"2027","21-02-2021 01:00","02-18-2021 03:00","19-02-2021 00:38","Mumbai","424","SHOPLIFTING","74","F","Knife","Other Crime","14","Yes","12-04-2021 01:00"
"2036","22-02-2021 05:00","02-20-2021 22:00","21-02-2021 06:26","Mumbai","126","PUBLIC INTOXICATION","67","M","None","Other Crime","19","No",""
"2042","23-02-2021 06:00","02-21-2021 17:00","22-02-2021 10:36","Mumbai","505","SHOPLIFTING","36","M","Knife","Other Crime","4","Yes","20-05-2021 06:00"
"2043","23-02-2021 07:00","02-22-2021 01:00","22-02-2021 07:39","Mumbai","557","SHOPLIFTING","37","F","Poison","Other Crime","14","Yes","14-03-2021 07:00"
"2049","24-02-2021 02:00","02-22-2021 16:00","23-02-2021 15:04","Mumbai","247","IDENTITY THEFT","64","F","None","Violent Crime","19","Yes","04-05-2021 02:00"
"2056","24-02-2021 20:00","02-24-2021 02:00","24-02-2021 02:02","Mumbai","452","ILLEGAL POSSESSION","22","F","None","Other Crime","1","No",""
"2067","25-02-2021 21:00","02-24-2021 03:00","24-02-2021 19:05","Mumbai","470","SEXUAL ASSAULT","55","F","None","Violent Crime","1","No",""
"2073","26-02-2021 03:00","02-23-2021 06:00","23-02-2021 20:54","Mumbai","344","SEXUAL ASSAULT","11","M","None","Violent Crime","3","Yes","14-03-2022 03:00"
"2085","27-02-2021 04:00","02-24-2021 16:00","24-02-2021 16:35","Mumbai","405","VANDALISM","62","F","None","Other Crime","14","No",""
"2120","04-03-2021 05:00","03-02-2021 08:00","02-03-2021 19:39","Mumbai","585","EXTORTION","55","F","Knife","Other Crime","1","No",""
"2125","04-03-2021 19:00","03-03-2021 00:00","03-03-2021 15:05","Mumbai","184","COUNTERFEITING","60","M","None","Other Crime","3","No",""
"2126","04-03-2021 20:00","03-03-2021 01:00","03-03-2021 11:04","Mumbai","560","KIDNAPPING","23","M","Knife","Other Crime","6","No",""
"2147","07-03-2021 19:00","03-05-2021 16:00","06-03-2021 11:24","Mumbai","480","VANDALISM","23","M","None","Other Crime","11","Yes","21-05-2021 19:00"
"2172","10-03-2021 16:00","03-09-2021 02:00","09-03-2021 12:34","Mumbai","394","SHOPLIFTING","57","M","Poison","Other Crime","1","Yes","17-03-2021 16:00"
"2178","11-03-2021 13:00","03-11-2021 06:00","11-03-2021 15:36","Mumbai","146","VEHICLE - STOLEN","25","M","Poison","Violent Crime","10","Yes","18-04-2021 13:00"
"2186","12-03-2021 16:00","03-10-2021 23:00","11-03-2021 17:45","Mumbai","233","DOMESTIC VIOLENCE","48","M","Knife","Violent Crime","19","No",""
"2193","13-03-2021 18:00","03-12-2021 03:00","13-03-2021 00:25","Mumbai","233","FIREARM OFFENSE","31","F","Poison","Fire Accident","18","No",""
"2214","16-03-2021 21:00","03-15-2021 07:00","16-03-2021 00:23","Mumbai","144","VANDALISM","23","F","Knife","Other Crime","7","No",""
"2218","17-03-2021 11:00","03-16-2021 01:00","16-03-2021 17:58","Mumbai","274","EXTORTION","25","F","Poison","Other Crime","1","Yes","01-04-2021 11:00"
"2232","19-03-2021 08:00","03-18-2021 10:00","18-03-2021 13:09","Mumbai","276","VEHICLE - STOLEN","54","F","None","Violent Crime","1","Yes","13-06-2021 08:00"
"2239","20-03-2021 12:00","03-20-2021 02:00","20-03-2021 10:32","Mumbai","386","DRUG OFFENSE","60","F","Knife","Other Crime","6","Yes","08-05-2021 12:00"
"2246","20-03-2021 20:00","03-20-2021 08:00","21-03-2021 04:56","Mumbai","223","PUBLIC INTOXICATION","11","F","Knife","Other Crime","18","No",""
"2248","21-03-2021 00:00","03-19-2021 17:00","19-03-2021 21:23","Mumbai","330","ILLEGAL POSSESSION","35","F","Knife","Other Crime","8","No",""
"2251","21-03-2021 12:00","03-19-2021 10:00","20-03-2021 08:36","Mumbai","254","FRAUD","31","F","None","Other Crime","15","Yes","12-06-2021 12:00"
"2261","22-03-2021 20:00","03-19-2021 23:00","20-03-2021 04:47","Mumbai","243","SHOPLIFTING","35","M","Poison","Other Crime","18","No",""
"2267","23-03-2021 09:00","03-23-2021 05:00","24-03-2021 00:00","Mumbai","238","DRUG OFFENSE","32","F","Knife","Other Crime","9","No",""
"2287","26-03-2021 00:00","03-24-2021 14:00","24-03-2021 21:31","Mumbai","186","FIREARM OFFENSE","43","F","Poison","Fire Accident","13","No",""
"2291","27-03-2021 06:00","03-24-2021 21:00","25-03-2021 06:55","Mumbai","451","FRAUD","60","F","None","Other Crime","5","No",""
"2295","27-03-2021 20:00","03-25-2021 17:00","25-03-2021 17:42","Mumbai","469","DOMESTIC VIOLENCE","56","F","None","Violent Crime","13","Yes","13-05-2021 20:00"
"2297","28-03-2021 00:00","03-27-2021 07:00","27-03-2021 20:50","Mumbai","358","FIREARM OFFENSE","40","M","None","Fire Accident","19","No",""
"2306","28-03-2021 13:00","03-28-2021 09:00","28-03-2021 15:01","Mumbai","181","HOMICIDE","55","M","None","Other Crime","19","No",""
"2325","30-03-2021 18:00","03-29-2021 00:00","29-03-2021 00:29","Mumbai","573","FIREARM OFFENSE","17","F","None","Fire Accident","12","Yes","17-04-2021 18:00"
"2327","30-03-2021 21:00","03-30-2021 20:00","31-03-2021 15:08","Mumbai","488","HOMICIDE","77","F","None","Other Crime","15","Yes","24-02-2023 21:00"
"2329","31-03-2021 00:00","03-29-2021 03:00","29-03-2021 11:42","Mumbai","312","TRAFFIC VIOLATION","35","F","None","Traffic Fatality","16","Yes","07-04-2021 00:00"
"2332","31-03-2021 04:00","03-30-2021 16:00","30-03-2021 23:59","Mumbai","387","VEHICLE - STOLEN","59","F","Knife","Violent Crime","6","Yes","07-04-2021 04:00"
"2335","31-03-2021 08:00","03-29-2021 05:00","29-03-2021 07:51","Mumbai","290","SHOPLIFTING","26","F","None","Other Crime","10","No",""
"2336","31-03-2021 09:00","03-29-2021 16:00","29-03-2021 19:45","Mumbai","285","FRAUD","48","F","None","Other Crime","13","No",""
"2337","31-03-2021 09:00","03-31-2021 07:00","31-03-2021 12:13","Mumbai","436","FIREARM OFFENSE","20","M","None","Fire Accident","9","Yes","03-05-2021 09:00"
"2377","05-04-2021 05:00","04-03-2021 15:00","04-04-2021 04:16","Mumbai","329","BURGLARY","53","F","Poison","Other Crime","2","No",""
"2381","06-04-2021 02:00","04-05-2021 17:00","06-04-2021 13:59","Mumbai","351","VANDALISM","42","F","None","Other Crime","4","Yes","24-04-2021 02:00"
"2391","07-04-2021 07:00","04-04-2021 13:00","04-04-2021 17:35","Mumbai","433","ASSAULT","40","F","Knife","Violent Crime","5","Yes","03-05-2021 07:00"
"2394","07-04-2021 12:00","04-07-2021 07:00","08-04-2021 03:05","Mumbai","279","VANDALISM","28","F","Poison","Other Crime","3","Yes","29-04-2021 12:00"
"2410","09-04-2021 20:00","04-08-2021 16:00","09-04-2021 03:29","Mumbai","501","BURGLARY","28","F","None","Other Crime","14","No",""
"2413","10-04-2021 06:00","04-08-2021 12:00","09-04-2021 05:12","Mumbai","546","FRAUD","12","M","Knife","Other Crime","9","Yes","14-05-2021 06:00"
"2415","10-04-2021 07:00","04-09-2021 02:00","09-04-2021 20:16","Mumbai","531","IDENTITY THEFT","35","M","Poison","Violent Crime","17","No",""
"2417","10-04-2021 10:00","04-08-2021 13:00","08-04-2021 16:45","Mumbai","545","IDENTITY THEFT","58","M","None","Violent Crime","5","Yes","17-06-2021 10:00"
"2432","11-04-2021 21:00","04-11-2021 07:00","11-04-2021 22:52","Mumbai","342","BURGLARY","77","M","None","Other Crime","14","No",""
"2442","13-04-2021 05:00","04-12-2021 22:00","13-04-2021 20:45","Mumbai","575","EXTORTION","27","F","Knife","Other Crime","9","Yes","29-06-2021 05:00"
"2445","13-04-2021 13:00","04-11-2021 10:00","11-04-2021 16:33","Mumbai","440","CYBERCRIME","12","F","None","Other Crime","19","No",""
"2463","14-04-2021 23:00","04-13-2021 21:00","14-04-2021 14:39","Mumbai","526","SEXUAL ASSAULT","23","M","None","Violent Crime","3","No",""
"2473","16-04-2021 16:00","04-14-2021 17:00","15-04-2021 15:27","Mumbai","303","FIREARM OFFENSE","64","F","None","Fire Accident","1","Yes","24-04-2021 16:00"
"2474","17-04-2021 01:00","04-16-2021 17:00","16-04-2021 21:22","Mumbai","259","CYBERCRIME","21","F","Knife","Other Crime","11","No",""
"2484","18-04-2021 12:00","04-17-2021 09:00","17-04-2021 23:36","Mumbai","401","SEXUAL ASSAULT","61","F","None","Violent Crime","1","Yes","02-04-2023 12:00"
"2490","18-04-2021 21:00","04-17-2021 20:00","18-04-2021 16:36","Mumbai","511","ASSAULT","45","F","None","Violent Crime","3","No",""
"2493","19-04-2021 04:00","04-18-2021 07:00","19-04-2021 06:12","Mumbai","572","VEHICLE - STOLEN","38","M","None","Violent Crime","5","Yes","22-05-2021 04:00"
"2502","20-04-2021 12:00","04-19-2021 11:00","20-04-2021 01:33","Mumbai","155","TRAFFIC VIOLATION","28","F","Knife","Traffic Fatality","3","Yes","12-05-2021 12:00"
"2509","21-04-2021 07:00","04-20-2021 14:00","21-04-2021 03:31","Mumbai","503","PUBLIC INTOXICATION","64","M","Poison","Other Crime","9","No",""
"2522","22-04-2021 10:00","04-20-2021 08:00","21-04-2021 04:19","Mumbai","284","FIREARM OFFENSE","61","F","Knife","Fire Accident","5","No",""
"2542","25-04-2021 04:00","04-22-2021 07:00","22-04-2021 09:54","Mumbai","378","DRUG OFFENSE","17","F","None","Other Crime","7","Yes","18-05-2021 04:00"
"2544","25-04-2021 07:00","04-24-2021 18:00","25-04-2021 00:47","Mumbai","254","DOMESTIC VIOLENCE","34","F","None","Violent Crime","17","No",""
"2545","25-04-2021 10:00","04-22-2021 16:00","22-04-2021 19:45","Mumbai","249","DOMESTIC VIOLENCE","16","F","Poison","Violent Crime","13","Yes","26-05-2021 10:00"
"2547","26-04-2021 00:00","04-23-2021 02:00","23-04-2021 21:14","Mumbai","356","SEXUAL ASSAULT","59","M","None","Violent Crime","19","No",""
"2549","26-04-2021 11:00","04-24-2021 17:00","24-04-2021 20:44","Mumbai","413","BURGLARY","36","F","None","Other Crime","17","No",""
"2577","30-04-2021 17:00","04-29-2021 12:00","30-04-2021 03:30","Mumbai","366","BURGLARY","65","M","Poison","Other Crime","3","Yes","16-08-2021 17:00"
"2586","01-05-2021 08:00","04-28-2021 13:00","28-04-2021 15:34","Mumbai","426","VANDALISM","17","M","Knife","Other Crime","12","Yes","23-07-2021 08:00"
"2588","01-05-2021 11:00","04-30-2021 06:00","30-04-2021 18:25","Mumbai","351","KIDNAPPING","14","F","None","Other Crime","11","Yes","21-07-2021 11:00"
"2595","02-05-2021 15:00","05-01-2021 16:00","01-05-2021 22:40","Mumbai","593","VANDALISM","42","F","Knife","Other Crime","18","Yes","08-06-2021 15:00"
"2612","04-05-2021 11:00","05-04-2021 10:00","05-05-2021 09:17","Mumbai","271","FIREARM OFFENSE","14","F","None","Fire Accident","3","Yes","01-06-2021 11:00"
"2617","04-05-2021 23:00","05-02-2021 01:00","02-05-2021 16:33","Mumbai","336","ILLEGAL POSSESSION","14","M","Poison","Other Crime","9","Yes","28-06-2021 23:00"
"2619","05-05-2021 04:00","05-04-2021 01:00","04-05-2021 13:30","Mumbai","253","ILLEGAL POSSESSION","63","M","Poison","Other Crime","8","No",""
"2620","05-05-2021 06:00","05-03-2021 12:00","03-05-2021 18:55","Mumbai","285","KIDNAPPING","26","F","None","Other Crime","8","No",""
"2646","08-05-2021 02:00","05-06-2021 05:00","06-05-2021 23:39","Mumbai","135","FRAUD","16","M","None","Other Crime","7","No",""
"2650","08-05-2021 11:00","05-07-2021 00:00","07-05-2021 22:00","Mumbai","503","ILLEGAL POSSESSION","29","M","Knife","Other Crime","15","No",""
"2654","08-05-2021 18:00","05-06-2021 12:00","06-05-2021 15:25","Mumbai","432","VEHICLE - STOLEN","62","M","None","Violent Crime","16","Yes","25-05-2021 18:00"
"2661","09-05-2021 00:00","05-07-2021 15:00","08-05-2021 07:07","Mumbai","251","FRAUD","74","F","None","Other Crime","14","No",""
"2674","10-05-2021 14:00","05-08-2021 10:00","09-05-2021 04:10","Mumbai","569","ASSAULT","64","F","None","Violent Crime","1","No",""
"2676","11-05-2021 01:00","05-10-2021 00:00","10-05-2021 17:48","Mumbai","436","SEXUAL ASSAULT","38","M","Poison","Violent Crime","7","Yes","03-03-2023 01:00"
"2679","11-05-2021 12:00","05-09-2021 03:00","09-05-2021 11:28","Mumbai","415","TRAFFIC VIOLATION","49","F","None","Traffic Fatality","7","No",""
"2687","11-05-2021 21:00","05-10-2021 14:00","11-05-2021 10:04","Mumbai","571","FIREARM OFFENSE","56","M","Poison","Fire Accident","13","Yes","17-06-2021 21:00"
"2705","13-05-2021 19:00","05-12-2021 03:00","12-05-2021 15:08","Mumbai","347","FRAUD","69","F","Poison","Other Crime","16","Yes","31-07-2021 19:00"
"2710","14-05-2021 05:00","05-12-2021 01:00","12-05-2021 13:12","Mumbai","436","ROBBERY","15","F","Poison","Violent Crime","13","No",""
"2735","16-05-2021 22:00","05-15-2021 06:00","15-05-2021 17:38","Mumbai","592","SEXUAL ASSAULT","19","M","None","Violent Crime","8","No",""
"2746","18-05-2021 11:00","05-17-2021 14:00","17-05-2021 19:30","Mumbai","270","KIDNAPPING","49","F","None","Other Crime","7","Yes","01-07-2021 11:00"
"2752","19-05-2021 09:00","05-19-2021 05:00","20-05-2021 01:13","Mumbai","114","PUBLIC INTOXICATION","64","F","None","Other Crime","17","Yes","23-05-2021 09:00"
"2784","23-05-2021 04:00","05-21-2021 10:00","21-05-2021 23:50","Mumbai","378","DOMESTIC VIOLENCE","57","F","Knife","Violent Crime","16","Yes","16-06-2021 04:00"
"2796","24-05-2021 16:00","05-22-2021 10:00","22-05-2021 21:56","Mumbai","126","HOMICIDE","58","F","Poison","Other Crime","10","Yes","25-08-2022 16:00"
"2798","24-05-2021 19:00","05-22-2021 20:00","23-05-2021 02:45","Mumbai","269","DRUG OFFENSE","54","F","None","Other Crime","4","No",""
"2811","27-05-2021 10:00","05-27-2021 07:00","27-05-2021 17:41","Mumbai","107","FIREARM OFFENSE","34","F","Knife","Fire Accident","7","Yes","10-07-2021 10:00"
"2812","27-05-2021 13:00","05-25-2021 20:00","26-05-2021 02:40","Mumbai","521","DRUG OFFENSE","66","M","None","Other Crime","1","Yes","03-07-2021 13:00"
"2826","28-05-2021 23:00","05-26-2021 00:00","26-05-2021 00:19","Mumbai","564","COUNTERFEITING","71","F","None","Other Crime","13","Yes","14-07-2021 23:00"
"2832","29-05-2021 11:00","05-28-2021 21:00","29-05-2021 06:18","Mumbai","155","FIREARM OFFENSE","68","M","None","Fire Accident","16","Yes","17-07-2021 11:00"
"2842","30-05-2021 07:00","05-27-2021 20:00","28-05-2021 03:06","Mumbai","258","DRUG OFFENSE","21","F","Knife","Other Crime","14","No",""
"2843","30-05-2021 09:00","05-30-2021 07:00","31-05-2021 03:28","Mumbai","122","ROBBERY","34","M","None","Violent Crime","8","No",""
"2857","01-06-2021 20:00","05-30-2021 02:00","30-05-2021 21:05","Mumbai","397","PUBLIC INTOXICATION","37","F","Poison","Other Crime","19","No",""
"2860","02-06-2021 02:00","06-01-2021 20:00","02-06-2021 12:53","Mumbai","597","EXTORTION","53","F","Knife","Other Crime","7","Yes","22-07-2021 02:00"
"2865","02-06-2021 21:00","05-31-2021 09:00","31-05-2021 20:53","Mumbai","358","ILLEGAL POSSESSION","50","F","Knife","Other Crime","4","Yes","20-06-2021 21:00"
"2867","03-06-2021 01:00","06-01-2021 10:00","01-06-2021 15:06","Mumbai","152","SEXUAL ASSAULT","27","F","Knife","Violent Crime","11","No",""
"2868","03-06-2021 02:00","06-01-2021 13:00","02-06-2021 05:14","Mumbai","459","VANDALISM","15","F","Knife","Other Crime","10","No",""
"2872","03-06-2021 11:00","06-02-2021 05:00","02-06-2021 20:18","Mumbai","101","VEHICLE - STOLEN","49","F","Poison","Violent Crime","3","No",""
"2876","03-06-2021 20:00","06-03-2021 00:00","03-06-2021 16:28","Mumbai","304","PUBLIC INTOXICATION","76","F","Poison","Other Crime","19","No",""
"2901","06-06-2021 22:00","06-05-2021 09:00","06-06-2021 05:43","Mumbai","390","DOMESTIC VIOLENCE","44","F","Poison","Violent Crime","11","No",""
"2912","08-06-2021 10:00","06-07-2021 01:00","07-06-2021 18:26","Mumbai","305","KIDNAPPING","41","F","Blunt Object","Other Crime","7","No",""
"2914","08-06-2021 13:00","06-06-2021 07:00","06-06-2021 14:43","Mumbai","129","VEHICLE - STOLEN","63","M","None","Violent Crime","10","No",""
"2915","08-06-2021 18:00","06-06-2021 05:00","06-06-2021 14:16","Mumbai","331","CYBERCRIME","77","F","None","Other Crime","13","Yes","21-07-2021 18:00"
"2922","09-06-2021 12:00","06-08-2021 03:00","08-06-2021 15:11","Mumbai","231","ILLEGAL POSSESSION","14","F","None","Other Crime","2","No",""
"2923","09-06-2021 22:00","06-07-2021 14:00","08-06-2021 06:14","Mumbai","315","FRAUD","47","F","Knife","Other Crime","16","No",""
"2965","14-06-2021 21:00","06-13-2021 20:00","13-06-2021 22:00","Mumbai","564","BURGLARY","24","M","Poison","Other Crime","11","Yes","16-08-2021 21:00"
